Dates,Pollster,Sample,Influence,Approve,Disapprove,Net
"10/16 - 10/23, 2025@@24037","<a href=""https://www.claritycampaigns.com/clarity-omnibus-oct-2025"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Clarity Campaign Labs</a>","1,047 RV@@1047",0,45.049,53.14612,-8.097118
"10/15 - 10/22, 2025@@24036","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,46.8311,49.88795,-3.05685
"10/16 - 10/22, 2025@@24036","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,52.84665,-8.235889
"10/15 - 10/21, 2025@@24035","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,51.84665,-7.235889
"10/16 - 10/20, 2025@@24034","<a href=""https://poll.qu.edu/poll-release?releaseid=3938"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Quinnipiac University</a>","1,327 RV@@1327",0,42.52545,53.2035,-10.67805
"10/16 - 10/20, 2025@@24034","<a href=""https://navigatorresearch.org/wp-content/uploads/2025/10/Navigator-Topline-F10.20.25.pdf?emci=6a577bc9-54af-f011-8e61-6045bded8ba4&emdi=063cda43-62af-f011-8e61-6045bded8ba4&ceid=1590648"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Global Strategy Group/GBAO (Navigator Research)</a>","1,000 RV@@1000",0,43.36673,54.04808,-10.68135
"10/14 - 10/20, 2025@@24034","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,51.84665,-7.235889
"10/16 - 10/20, 2025@@24034","<a href=""https://www.uml.edu/docs/2025-National-Oct-Topline_tcm18-411271.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: University of Massachusetts Lowell^","1,000 A@@1000",0,43.61922,57.03582,-13.4166
"10/17 - 10/20, 2025@@24034","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_yAo1neA.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,621 A@@1621",0,40.61922,55.03582,-14.4166
"10/16 - 10/20, 2025@@24034","<a href=""https://echelonin.wpenginepowered.com/wp-content/uploads/October-2025-Voter-Omnibus-Topline-External-2.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Echelon Insights</a>","1,010 LV@@1010",0,45.04131,53.09995,-8.05864
"10/15 - 10/20, 2025@@24034","<a href=""https://www.reuters.com/world/us/trumps-approval-edges-up-despite-americans-blaming-republicans-shutdown-2025-10-21/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Ipsos</a>^Sponsor: Reuters^","4,385 A@@4385",0,44.01101,54.34583,-10.33482
"10/17 - 10/20, 2025@@24034","<a href=""https://americanresearchgroup.com/economy/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">American Research Group</a>","1,100 A@@1100",0,39.78777,57.47001,-17.68224
"10/17 - 10/19, 2025@@24033","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,200 RV@@2200",0,44.61504,52.48262,-7.86758
"10/17 - 10/19, 2025@@24033","<a href=""https://senatemajority.com/wp-content/uploads/Hart-Research-SMP-Oct-24.pdf?utm_source=Sailthru&utm_medium=email&utm_campaign=10/24/25%20%20AM:&utm_term=Punchbowl%20AM%20and%20Active%20Subscribers%20from%20Memberful%20Combined"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Hart Research</a>^Sponsor: Senate Majority PAC^","1,221 LV@@1221",0,44.60725,54.55088,-9.94363
"10/13 - 10/17, 2025@@24031","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,51.84665,-7.235889
"10/8 - 10/16, 2025@@24030","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,47.8311,49.88795,-2.05685
"10/1 - 10/16, 2025@@24030","<a href=""https://news.gallup.com/poll/696722/congress-job-rating-sinks-trump-steady.aspx"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Gallup</a>","1,000 A@@1000",0,43.01725,52.16314,-9.145889
"10/10 - 10/16, 2025@@24030","<a href=""https://www.independentcenter.org/poll-toplines/independent-center-2025-nationwide-online-governmental-sentiment-survey"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">The Bullfinch Group</a>^Sponsor: Independent Center^","1,200 A@@1200",0,42.64972,52.15487,-9.50515
"10/10 - 10/16, 2025@@24030","<a href=""https://www.theargumentmag.com/p/the-immigration-problem-is-a-crime"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">The Argument/Verasight</a>","1,530 RV@@1530",0,44.13164,53.28344,-9.151798
"10/10 - 10/16, 2025@@24030","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,45.61076,51.84665,-6.235889
"10/14 - 10/15, 2025@@24029","<a href=""https://www.dailymail.co.uk/news/article-15199427/donald-trump-polling-peace-president.html"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">J.L. Partners</a>^Sponsor: Daily Mail^","1,004 RV@@1004",0,46.09374,47.63358,-1.539841
"10/9 - 10/15, 2025@@24029","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,49.84665,-3.235889
"10/13 - 10/14, 2025@@24028","<a href=""https://emersoncollegepolling.com/october-2025-poll/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Emerson College</a>","1,000 RV@@1000",0,44.84792,50.96482,-6.116901
"10/8 - 10/14, 2025@@24028","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,46.61076,50.84665,-4.235889
"10/9 - 10/13, 2025@@24027","<a href=""https://navigatorresearch.org/wp-content/uploads/2025/10/Navigator-Topline-F10.13.25.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Global Strategy Group/GBAO (Navigator Research)</a>","1,000 RV@@1000",0,44.36673,53.04808,-8.681351
"10/9 - 10/13, 2025@@24027","<a href=""https://apnorc.org/wp-content/uploads/2025/10/AP-NORC-October-2025-Trump-Topline.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">AP-NORC</a>","1,289 A@@1289",0,39.26543,57.80555,-18.54012
"10/7 - 10/13, 2025@@24027","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,49.84665,-2.235889
"10/10 - 10/13, 2025@@24027","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_GAAzhe0.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,622 A@@1622",0,41.61922,54.03582,-12.4166
"10/8 - 10/12, 2025@@24026","<a href=""https://fm.cnbc.com/applications/cnbc.com/resources/editorialfiles/2025/10/17/CNBC_All-America_Economic_Survey_Q3_2025.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Hart Research Associates/Public Opinion Strategies</a>^Sponsor: CNBC^","1,000 A@@1000",0,43.76902,52.08498,-8.31596
"10/10 - 10/12, 2025@@24026","<a href=""https://johnzogbystrategies.com/president-trumps-approval-rating-at-44-slight-majority-disapprove-nation-deeply-divided-over-insurrection-act/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">John Zogby Strategies</a>","1,000 LV@@1000",0,43.57228,51.23512,-7.662838
"10/10 - 10/12, 2025@@24026","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,202 RV@@2202",0,43.61504,54.48262,-10.86758
"10/6 - 10/10, 2025@@24024","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,49.84665,-2.235889
"10/1 - 10/9, 2025@@24023","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,46.8311,50.88795,-4.05685
"10/9 - 10/9, 2025@@24023","<a href=""https://www.searchlightinstitute.org/research/voters-want-to-put-an-end-to-corruption-in-government/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Tavern Research</a>^Sponsor: Searchlight Institute^","1,994 LV@@1993.5",0,44.34888,52.47267,-8.123791
"10/3 - 10/9, 2025@@24023","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,47.61076,48.84665,-1.235889
"10/2 - 10/8, 2025@@24022","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,45.61076,51.84665,-6.235889
"10/1 - 10/7, 2025@@24021","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,44.61076,51.84665,-7.235889
"10/1 - 10/7, 2025@@24021","<a href=""https://pro.morningconsult.com/trackers/global-leader-approval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","27,079 A@@27079",0,42.01505,51.58262,-9.56757
"10/3 - 10/7, 2025@@24021","<a href=""https://www.reuters.com/world/us/most-americans-dont-want-troops-deployed-without-an-external-threat-reutersipsos-2025-10-08/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Ipsos</a>^Sponsor: Reuters^","1,154 A@@1154",0,42.01101,56.34583,-14.33482
"10/4 - 10/6, 2025@@24020","<a href=""https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_aAQjgRJ.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: Economist^","1,648 A@@1648",0,40.61922,55.03582,-14.4166
"9/30 - 10/6, 2025@@24020","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,43.61076,52.84665,-9.235889
"10/2 - 10/6, 2025@@24020","<a href=""https://www.thecentersquare.com/north_carolina/article_1ca4f129-6cbd-4a04-a83b-4e98ad17c137.html"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">OH Predictive Insights</a>^Sponsor: Center Square^","2,565 RV@@2565",0,47.29891,50.27802,-2.979111
"10/2 - 10/5, 2025@@24019","<a href=""https://navigatorresearch.org/wp-content/uploads/2025/10/Navigator-Topline-F10.06.25.pdf"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Global Strategy Group/GBAO (Navigator Research)</a>","1,000 RV@@1000",0,44.36673,53.04808,-8.681351
"10/3 - 10/5, 2025@@24019","<a href=""https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Morning Consult</a>","2,200 RV@@2200",0,44.61504,53.48262,-8.86758
"9/29 - 10/3, 2025@@24017","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,42.61076,52.84665,-10.23589
"10/1 - 10/3, 2025@@24017","<a href=""https://www.scribd.com/document/928352494/Cbsnews-20251005-Shutdown"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">YouGov</a>^Sponsor: CBS News^","2,441 A@@2441",0,43.61922,57.03582,-13.4166
"9/30 - 10/2, 2025@@24016","<a href=""https://issuesinsights.com/2025/10/06/trumps-energetic-leadership-style-continues-to-find-solid-voter-backing-in-october-ii-tipp-poll/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">TIPP Insights</a>^Sponsor: Issues & Insights^","1,459 A@@1459",0,42.82821,48.73482,-5.906612
"9/26 - 10/2, 2025@@24016","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,42.61076,53.84665,-11.23589
"10/1 - 10/2, 2025@@24016","<a href=""https://harvardharrispoll.com/topline-september-4/"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Harris Insights & Analytics</a>^Sponsor: Harvard CAPS^","2,413 RV@@2413",0,44.41263,52.00893,-7.596302
"9/25 - 10/1, 2025@@24015","<a href=""https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term#google_vignette"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">Rasmussen Reports</a>","1,500 LV@@1500",0,43.61076,51.84665,-8.235889
"9/23 - 10/1, 2025@@24015","<a href=""https://napolitannews.org/jobapproval"" style=""color:#000000; text-decoration: underline;"" target=""_blank"" rel=""nofollow noopener"">RMG Research</a>^Sponsor: Napolitan News Service^","3,000 RV@@3000",0,46.8311,50.88795,-4.05685
